Дата,Температура (день),Давление (день),Облачность (день),Ветер (день),Температура (вечер),Давление (вечер),Облачность (вечер),Ветер (вечер)
2016-02-10,0.0,763.0,Ясно,ЮЗ 3м/с,-4.0,764.0,Ясно,ЮЗ 3м/с
2016-02-11,-7.0,765.0,Пасмурно,В 3м/с,-8.0,765.0,Пасмурно,В 3м/с
2016-02-12,-4.0,764.0,Ясно,В 2м/с,-9.0,764.0,Ясно,В 2м/с
2016-02-13,-3.0,761.0,Ясно,В 1м/с,-8.0,759.0,Ясно,В 1м/с
2016-02-14,-5.0,759.0,Ясно,ЮВ 3м/с,-7.0,759.0,Ясно,ЮВ 3м/с
2016-02-15,-5.0,760.0,Малооблачно,В 2м/с,-5.0,761.0,Малооблачно,В 2м/с
2016-02-16,-2.0,759.0,Пасмурно,В 3м/с,-3.0,755.0,Пасмурно,В 3м/с
2016-02-17,0.0,748.0,Пасмурно,СЗ 3м/с,-3.0,749.0,Пасмурно,СЗ 3м/с
2016-02-18,-2.0,753.0,Переменная облачность,СВ 3м/с,-2.0,756.0,Пасмурно,СВ 3м/с
2016-02-19,0.0,761.0,Пасмурно,СВ 2м/с,-2.0,761.0,Ясно,СВ 2м/с
2016-02-20,1.0,758.0,Ясно,В 3м/с,-1.0,755.0,Переменная облачность,В 3м/с
2016-02-21,-4.0,750.0,Пасмурно,В 3м/с,-4.0,749.0,Пасмурно,В 3м/с
2016-02-22,-3.0,756.0,Пасмурно,ЮВ 2м/с,-5.0,754.0,Пасмурно,ЮВ 2м/с
2016-02-23,3.0,749.0,Пасмурно,ЮЗ 1м/с,1.0,750.0,Пасмурно,ЮЗ 1м/с
2016-02-24,3.0,749.0,Малооблачно,ЮВ 1м/с,1.0,749.0,Пасмурно,ЮВ 1м/с
2016-02-25,0.0,742.0,Пасмурно,ЮВ 2м/с,-1.0,741.0,Пасмурно,ЮВ 2м/с
2016-02-26,3.0,749.0,Малооблачно,З 3м/с,-1.0,753.0,Ясно,З 3м/с
2016-02-27,1.0,758.0,Пасмурно,Ю 2м/с,-1.0,757.0,Переменная облачность,Ю 2м/с
2016-02-28,1.0,758.0,Пасмурно,З 1м/с,1.0,760.0,Переменная облачность,З 1м/с
2016-02-29,2.0,760.0,Малооблачно,Ш,-4.0,758.0,Ясно,Ш
